"Year","State","State_Mandate","Shootings","Body_Cam_Rate","Threat_Rate","Weapon_Rate","Flee_Rate","Race_B_Rate","Race_W_Rate","Race_A_Rate","Race_H_Rate","Race_N_Rate","Gender_Rate","Population","Race_Diversity","AdoptionYear","Mandate","Post"
2017,"MO",0,0.44,0,0.8148,0.8889,0.3333,0.4074,0.5556,0,0.037,0,0.1111,6111380,0.52396488,NA,0,1
2018,"MO",0,0.28,0,0.8824,1,0.4118,0.4118,0.5294,0.0588,0,0,0.0588,6125990,0.54669896,NA,0,1
2019,"MO",0,0.36,0,0.7273,0.9091,0.5455,0.5,0.4545,0,0.0455,0,0.0909,6140480,0.5413595,NA,0,1
2020,"MO",0,0.28,0,0.7647,0.9412,0.5294,0.4706,0.5294,0,0,0,0.0588,6154740,0.49827128,NA,0,1
2021,"MO",0,0.13,0.125,0.625,1,0.375,0.25,0.75,0,0,0,0,6171370,0.375,NA,0,1
2022,"MO",0,0.1,0,0.3333,1,0.6667,0.3333,0.5,0,0.1667,0,0,6179410,0.61112222,NA,0,1
2015,"MS",0,0.2,0,0.6667,0.8333,0.1667,0,1,0,0,0,0,2990230,0,NA,0,0
2016,"MS",0,0.27,0,0.875,0.75,0.5,0.5,0.5,0,0,0,0,2990600,0.5,NA,0,1
2017,"MS",0,0.5,0.1333,0.7333,0.8667,0.2667,0.4,0.5333,0,0.0667,0,0.0667,2990670,0.55114222,NA,0,1
2018,"MS",0,0.27,0,0.75,0.875,0.5,0.625,0.375,0,0,0,0.125,2982880,0.46875,NA,0,1
2019,"MS",0,0.44,0.1538,0.6923,1,0.6154,0.3077,0.6154,0.0769,0,0,0,2978230,0.52068994,NA,0,1
2020,"MS",0,0.3,0.1111,0.7778,1,0.2222,0.3333,0.6667,0,0,0,0,2958540,0.44442222,NA,0,1
2021,"MS",0,0.24,0,0.5714,1,0.4286,0.7143,0.2857,0,0,0,0,2947210,0.40815102,NA,0,1
2015,"MT",0,0.19,0,1,1,0.5,0,1,0,0,0,0,1031500,0,NA,0,0
2016,"MT",0,0.48,0.2,0.6,1,0,0,1,0,0,0,0,1042140,0,NA,0,1
2017,"MT",0,0.38,0.25,0.75,1,0.75,0,0.5,0,0,0.5,0,1053860,0.5,NA,0,1
2018,"MT",0,0.47,0.2,0.4,1,0,0,0.8,0,0,0.2,0.2,1061820,0.32,NA,0,1
2019,"MT",0,0.56,0,0.6667,1,0.3333,0,1,0,0,0,0,1070120,0,NA,0,1
2020,"MT",0,0.55,0,0.8333,1,0.3333,0,1,0,0,0,0,1087230,0,NA,0,1
2021,"MT",0,0.09,0,1,1,1,0,1,0,0,0,0,1106520,0,NA,0,1
2022,"MT",0,0.09,1,1,1,1,0,0,0,0,1,0,1122100,0,NA,0,1
2015,"NC",0,0.2,0,0.8,1,0.25,0.35,0.65,0,0,0,0.1,10037220,0.455,NA,0,0
2016,"NC",0,0.3,0.2333,0.6333,0.9333,0.2333,0.3667,0.5667,0.0333,0.0333,0,0.0333,10161800,0.54216444,NA,0,1
2017,"NC",0,0.21,0.1364,0.7273,1,0.4545,0.4091,0.5,0,0.0909,0,0.0455,10275760,0.57437438,NA,0,1
2018,"NC",0,0.23,0.25,0.625,1,0.0417,0.2917,0.5833,0,0.125,0,0,10391360,0.55904722,NA,0,1
2019,"NC",0,0.3,0.0968,0.7419,0.9677,0.2581,0.3871,0.5484,0,0.0645,0,0.0323,10501380,0.54525078,NA,0,1
2020,"NC",0,0.2,0.0952,0.8095,0.9048,0.5238,0.2381,0.7619,0,0,0,0,10449650,0.36281678,NA,0,1
2021,"NC",0,0.11,0.0833,0.6667,0.9167,0.3333,0.25,0.5833,0.0833,0,0.0833,0,10564320,0.58338333,NA,0,1
2022,"NC",0,0.05,0.2,0.8,1,0.6,0.6,0.2,0,0.2,0,0,10710790,0.56,NA,0,1
2015,"ND",0,0.13,0,1,1,0,0,0,0,0,1,0,755537,0,NA,0,0
2016,"ND",0,0.13,0,0,0,1,0,1,0,0,0,0,756114,0,NA,0,1
2017,"ND",0,0.26,0,0.5,1,0,0,0,0,0,1,0,756755,0,NA,0,1
2018,"ND",0,0.39,0.3333,0.6667,0.6667,0.6667,0,1,0,0,0,0,760062,0,NA,0,1
2020,"ND",0,0.26,0,1,1,0,0,0.5,0,0,0.5,0,779563,0.5,NA,0,1
2022,"ND",0,0.13,0,0,0,1,0,0,0,0,1,0,781057,0,NA,0,1
2015,"NE",0,0.37,0,0.8571,0.8571,0,0.1429,0.8571,0,0,0,0.1429,1892060,0.24495918,NA,0,0
2016,"NE",0,0.31,0.1667,0.3333,0.8333,0.6667,0.3333,0.6667,0,0,0,0,1906480,0.44442222,NA,0,1
2018,"NE",0,0.05,0,1,1,0,1,0,0,0,0,0,1925510,0,NA,0,1
2019,"NE",0,0.31,0.1667,0.8333,1,0.1667,0.1667,0.3333,0,0.3333,0.1667,0,1932570,0.72224444,NA,0,1
2020,"NE",0,0.2,0.25,0.5,1,0,0.25,0.5,0,0.25,0,0,1963390,0.625,NA,0,1
2021,"NE",0,0.2,0.75,1,1,0.5,0,1,0,0,0,0.25,1964540,0,NA,0,1
2015,"NH",0,0.22,0.3333,0.3333,1,0,0,1,0,0,0,0,1337480,0,NA,0,0
2016,"NH",0,0.15,0,0.5,1,0.5,0,1,0,0,0,0,1343690,0,NA,0,1
2017,"NH",0,0.07,0,0,1,0,0,1,0,0,0,0,1350400,0,NA,0,1
2018,"NH",0,0.15,0,0.5,1,0,0,1,0,0,0,0,1355060,0,NA,0,1
2019,"NH",0,0.15,0,0.5,1,0,0,1,0,0,0,0,1360780,0,NA,0,1
2020,"NH",0,0.22,0,0.3333,1,0,0,1,0,0,0,0,1378760,0,NA,0,1
2015,"NJ",0,0.14,0,0.75,1,0.0833,0.1667,0.5833,0,0.25,0,0,8870310,0.56947222,NA,0,0
2016,"NJ",0,0.1,0.1111,0.4444,1,0.5556,0.5556,0.3333,0.1111,0,0,0,8873580,0.56787654,NA,0,1
2017,"NJ",0,0.09,0,0.5,1,0.375,0.625,0,0,0.375,0,0,8888150,0.46875,NA,0,1
2018,"NJ",0,0.1,0.1111,0.5556,1,0.4444,0.4444,0.4444,0,0.1111,0,0.1111,8891730,0.59267407,NA,0,1
2019,"NJ",0,0.09,0.125,0.625,1,0.25,0.75,0.25,0,0,0,0.125,8891260,0.375,NA,0,1
2020,"NJ",0,0.05,0.4,0.8,0.8,0.2,0.6,0.4,0,0,0,0,9272790,0.48,NA,0,1
2021,"NJ",0,0.01,0,1,1,0,1,0,0,0,0,0,9270540,0,NA,0,1
2022,"NJ",0,0.01,1,1,1,0,0,1,0,0,0,0,9295230,0,NA,0,1
2015,"NM",0,0.77,0.125,0.9375,0.9375,0.1875,0,0.5,0,0.5,0,0,2090070,0.5,NA,0,0
2016,"NM",0,0.86,0.3333,0.8333,1,0.3333,0,0.3333,0,0.6111,0.0556,0.0556,2092560,0.51237654,NA,0,1
2017,"NM",0,0.67,0.2857,0.5714,0.7857,0.2143,0,0.2857,0,0.7143,0,0.1429,2092840,0.40815102,NA,0,1
2018,"NM",0,0.81,0,0.5294,0.8824,0.4118,0.0588,0.2353,0,0.7059,0,0.0588,2093750,0.44288166,NA,0,1
2019,"NM",0,0.48,0.1,0.7,1,0.1,0,0.3,0,0.7,0,0.2,2099630,0.42,NA,0,1
2020,"NM",0,0.57,0.0833,0.5833,1,0.5833,0.0833,0.1667,0,0.75,0,0,2118610,0.40277222,NA,0,1
2021,"NM",0,0.61,0.1538,0.7692,0.9231,0.6923,0,0.0769,0,0.8462,0.0769,0,2117330,0.27211834,NA,0,1
2022,"NM",0,0.14,0,0.6667,1,0.3333,0.3333,0.3333,0,0.3333,0,0,2113870,0.66673333,NA,0,1
2015,"NV",1,0.56,0.25,0.875,0.9375,0.25,0.1875,0.625,0,0.1875,0,0.125,2868530,0.5390625,2017,1,0
2016,"NV",1,0.34,0.1,0.7,0.9,0.5,0.2,0.3,0,0.5,0,0,2919560,0.62,2017,1,0
2017,"NV",1,0.47,0.2143,0.7143,1,0.0714,0.1429,0.4286,0,0.3571,0.0714,0,2972100,0.66326326,2017,1,1
2018,"NV",1,0.49,0.5333,0.6667,1,0.4667,0.2,0.4,0.1333,0.2667,0,0,3030730,0.71110222,2017,1,1
2019,"NV",1,0.29,0.3333,0.5556,0.8889,0.3333,0.1111,0.3333,0,0.5556,0,0.1111,3090770,0.56787654,2017,1,1
2020,"NV",1,0.77,0.4583,0.7083,0.9583,0.375,0.2083,0.625,0,0.1667,0,0,3116970,0.53819722,2017,1,1
2021,"NV",1,0.03,0,0,1,1,0,1,0,0,0,0,3148140,0,2017,1,1
2022,"NV",1,0.03,0,1,1,1,1,0,0,0,0,0,3176120,0,2017,1,1
2015,"NY",0,0.09,0,0.8235,0.8235,0.5294,0.4118,0.5294,0.0588,0,0,0,19657320,0.54669896,NA,0,0
2016,"NY",0,0.08,0,0.8125,1,0.1875,0.5,0.4375,0,0.0625,0,0.125,19636390,0.5546875,NA,0,1
2017,"NY",0,0.08,0.1333,0.7333,1,0.4,0.5333,0.2667,0,0.2,0,0.0667,19593850,0.60446222,NA,0,1
2018,"NY",0,0.07,0.2857,0.7143,1,0.2143,0.4286,0.4286,0,0.1429,0,0.0714,19544100,0.61218367,NA,0,1
2019,"NY",0,0.08,0.3125,0.8125,0.9375,0.25,0.5625,0.375,0,0.0625,0,0,19463130,0.5390625,NA,0,1
2020,"NY",0,0.07,0.3571,0.7143,1,0.3571,0.5,0.4286,0,0.0714,0,0,20105170,0.56120408,NA,0,1
2021,"NY",0,0.02,0.75,0.25,1,1,0.25,0.75,0,0,0,0,19848280,0.375,NA,0,1
2022,"NY",0,0.01,0.5,1,1,1,0.5,0.5,0,0,0,0,19703750,0.5,NA,0,1
2015,"OH",0,0.22,0.08,0.8,0.88,0.16,0.52,0.48,0,0,0,0.04,11622320,0.4992,NA,0,0
2016,"OH",0,0.17,0,0.4,0.95,0.5,0.5,0.4,0.1,0,0,0.1,11640060,0.58,NA,0,1
2017,"OH",0,0.27,0.129,0.6774,0.871,0.0968,0.2903,0.7097,0,0,0,0,11665710,0.41205182,NA,0,1
2018,"OH",0,0.24,0.0714,0.6786,0.8929,0.2143,0.2857,0.7143,0,0,0,0.0714,11680890,0.40815102,NA,0,1
2019,"OH",0,0.18,0.1429,0.619,0.9524,0.4762,0.4286,0.5714,0,0,0,0,11696510,0.48980408,NA,0,1
2020,"OH",0,0.13,0.0667,0.6667,1,0.2667,0.4667,0.5333,0,0,0,0.0667,11798910,0.49778222,NA,0,1
2021,"OH",0,0.14,0.375,0.625,0.9375,0.5,0.625,0.3125,0,0.0625,0,0.0625,11767340,0.5078125,NA,0,1
2022,"OH",0,0.02,1,0,0.5,1,0.5,0.5,0,0,0,0,11777870,0.5,NA,0,1
2015,"OK",0,0.77,0.1,0.8333,0.8667,0.3333,0.2667,0.7,0,0.0333,0,0,3910520,0.43776222,NA,0,0
2016,"OK",0,0.48,0.2105,0.6316,0.8421,0.3684,0.2105,0.6316,0,0.1579,0,0,3928140,0.53183878,NA,0,1
2017,"OK",0,0.56,0.1364,0.7727,0.9545,0.2273,0.1364,0.5909,0.0909,0.0909,0.0909,0,3933600,0.6074438,NA,0,1
2018,"OK",0,0.76,0.1,0.5333,0.8667,0.3,0.1333,0.7333,0.0333,0.0333,0.0667,0.0333,3943490,0.43783555,NA,0,1
2019,"OK",0,0.73,0.3448,0.8276,0.9655,0.4483,0.3103,0.6207,0,0.0345,0.0345,0.0345,3960680,0.51606492,NA,0,1
2020,"OK",0,0.53,0.1905,0.7143,0.9524,0.381,0.1429,0.7619,0,0.0476,0.0476,0.0476,3965420,0.39455646,NA,0,1
2021,"OK",0,0.15,0.3333,1,1,0.5,0.1667,0.6667,0,0.1667,0,0.1667,3992240,0.49993333,NA,0,1
2022,"OK",0,0.05,0.5,1,1,0.5,1,0,0,0,0,0,4026230,0,NA,0,1
2015,"OR",0,0.32,0,0.7692,1,0.2308,0,1,0,0,0,0.0769,4018540,0,NA,0,0
2016,"OR",0,0.29,0.0833,0.4167,0.9167,0.1667,0.0833,0.9167,0,0,0,0,4093270,0.15272222,NA,0,1
2017,"OR",0,0.27,0,0.3636,0.9091,0.5455,0.1818,0.6364,0,0.1818,0,0,4147290,0.52889256,NA,0,1
2018,"OR",0,0.29,0.0833,0.5,0.9167,0.4167,0.0833,0.8333,0,0.0833,0,0,4183540,0.29173333,NA,0,1
2019,"OR",0,0.36,0.0667,0.6,0.9333,0.1333,0.0667,0.8,0,0.1333,0,0.0667,4216120,0.33778222,NA,0,1
2020,"OR",0,0.24,0.3,0.7,1,0.3,0,0.8,0,0.2,0,0,4243780,0.32,NA,0,1
2021,"OR",0,0.14,0.1667,0.3333,1,0.3333,0,0.8333,0,0.1667,0,0,4254280,0.27782222,NA,0,1
2022,"OR",0,0.02,0,0,1,1,1,0,0,0,0,0,4247370,0,NA,0,1
2015,"PA",0,0.13,0,0.8235,0.8824,0.2353,0.4706,0.4706,0,0.0588,0,0,12789840,0.55361384,NA,0,0
2016,"PA",0,0.13,0,0.6875,0.875,0.4375,0.5625,0.4375,0,0,0,0.0625,12788470,0.4921875,NA,0,1
2017,"PA",0,0.14,0,0.5,0.8889,0.1667,0.2222,0.7222,0,0.0556,0,0,12794680,0.42596296,NA,0,1
2018,"PA",0,0.14,0,0.7222,0.8889,0.4444,0.4444,0.3889,0,0.1667,0,0,12809110,0.62347654,NA,0,1
2019,"PA",0,0.09,0,1,1,0.3333,0.5,0.5,0,0,0,0.0833,12798880,0.5,NA,0,1
2020,"PA",0,0.11,0.2143,0.6429,0.8571,0.3571,0.4286,0.3571,0.0714,0.1429,0,0.0714,12996140,0.66326326,NA,0,1
2021,"PA",0,0.1,0,0.5385,0.9231,0.2308,0.1538,0.7692,0,0.0769,0,0,13015570,0.37876331,NA,0,1
2022,"PA",0,0.04,0.2,0.6,1,0.2,0.2,0.8,0,0,0,0,12984990,0.32,NA,0,1
2016,"RI",0,0.19,0,1,1,1,0.5,0,0,0.5,0,0,1057820,0.5,NA,0,1
2015,"SC",1,0.35,0,0.8824,0.9412,0.1765,0.4706,0.5294,0,0,0,0.0588,4896010,0.49827128,2015,1,1
2016,"SC",1,0.3,0.2667,0.9333,0.9333,0.3333,0.2667,0.7333,0,0,0,0,4963030,0.39114222,2015,1,1
2017,"SC",1,0.18,0.1111,0.5556,0.8889,0.3333,0.1111,0.6667,0,0.2222,0,0,5027100,0.49379506,2015,1,1
2018,"SC",1,0.24,0.25,0.6667,1,0.25,0.25,0.6667,0.0833,0,0,0.25,5091700,0.48607222,2015,1,1
2019,"SC",1,0.23,0.1667,0.5833,1,0.4167,0.25,0.75,0,0,0,0,5157700,0.375,2015,1,1
2020,"SC",1,0.21,0,0.8182,1,0.1818,0.4545,0.5455,0,0,0,0,5132250,0.4958595,2015,1,1
2021,"SC",1,0.12,0.5,0.6667,1,0.5,0.1667,0.8333,0,0,0,0,5194270,0.27782222,2015,1,1
2022,"SC",1,0.09,0.6,0.2,0.8,0.6,0.8,0.2,0,0,0,0,5287940,0.32,2015,1,1
2015,"SD",0,0.35,0,1,1,0.3333,0,0.6667,0,0,0.3333,0,854663,0.44442222,NA,0,0
2016,"SD",0,0.35,0,1,0.6667,0,0,1,0,0,0,0,863693,0,NA,0,1
2017,"SD",0,0.34,0,1,1,0.3333,0,0.6667,0.3333,0,0,0,873732,0.44442222,NA,0,1
2018,"SD",0,0.11,0,1,1,1,0,1,0,0,0,0,879386,0,NA,0,1
2019,"SD",0,0.34,0,0.6667,1,0.3333,0,0.6667,0,0,0.3333,0,887127,0.44442222,NA,0,1
2015,"TN",0,0.23,0,0.9333,0.9333,0.1333,0.2667,0.6667,0,0.0667,0,0,6595350,0.47993333,NA,0,0
2016,"TN",0,0.32,0.3333,0.4762,0.9524,0.381,0.1429,0.7619,0.0476,0.0476,0,0.0476,6651280,0.39455646,NA,0,1
2017,"TN",0,0.3,0,0.8,0.95,0.45,0.15,0.85,0,0,0,0.05,6714750,0.255,NA,0,1
2018,"TN",0,0.34,0.0435,0.6087,1,0.3913,0.3478,0.6087,0,0.0435,0,0.0435,6778180,0.50662722,NA,0,1
2019,"TN",0,0.42,0.069,0.8276,0.9655,0.2069,0.2759,0.7241,0,0,0,0.069,6830330,0.39955838,NA,0,1
2020,"TN",0,0.29,0,0.65,0.9,0.45,0.2,0.75,0,0.05,0,0,6927900,0.395,NA,0,1
2021,"TN",0,0.24,0.1176,0.7647,1,0.4706,0.4706,0.5294,0,0,0,0.2941,6965740,0.49827128,NA,0,1
2022,"TN",0,0.06,0,0.5,1,0.5,0.25,0.75,0,0,0,0,7062220,0.375,NA,0,1
2015,"TX",1,0.32,0.0341,0.7273,0.9432,0.2955,0.1932,0.4773,0.0114,0.3182,0,0.0341,27468530,0.63347727,2015,1,1
2016,"TX",1,0.24,0.1194,0.6269,0.8955,0.3433,0.2239,0.5075,0,0.2687,0,0.0597,27914060,0.62011285,2015,1,1
2017,"TX",1,0.18,0.1538,0.6923,0.9231,0.3269,0.2308,0.3846,0.0192,0.3654,0,0.1346,28291020,0.6649284,2015,1,1
2018,"TX",1,0.22,0.0645,0.6452,0.8871,0.2903,0.2258,0.3548,0.0161,0.4032,0,0.0968,28624560,0.66030187,2015,1,1
2019,"TX",1,0.29,0.131,0.7143,0.9048,0.4524,0.2381,0.4524,0.0238,0.2857,0,0.0952,28986790,0.6564517,2015,1,1
2020,"TX",1,0.2,0.1379,0.7586,0.9138,0.3103,0.3103,0.2931,0.0172,0.3793,0,0.0172,29239570,0.67364197,2015,1,1
2021,"TX",1,0.11,0.4242,0.6364,0.9394,0.4545,0.2727,0.3939,0,0.3333,0,0,29570350,0.65938861,2015,1,1
2022,"TX",1,0.06,0.0556,0.6111,0.9444,0.6111,0.1667,0.6111,0,0.2222,0,0,30113490,0.54939506,2015,1,1
2015,"UT",1,0.3,0.5556,1,1,0,0,1,0,0,0,0,2983630,0,2015,1,1
2016,"UT",1,0.26,0.125,0.5,1,0.5,0,1,0,0,0,0,3044240,0,2015,1,1
2017,"UT",1,0.16,0.6,0.4,1,0.2,0.2,0.4,0,0.4,0,0,3103540,0.64,2015,1,1
2018,"UT",1,0.51,0.1875,0.5625,1,0.5,0.125,0.5,0,0.25,0.125,0,3155150,0.65625,2015,1,1
2019,"UT",1,0.28,0.5556,0.5556,0.8889,0.4444,0.2222,0.4444,0,0.3333,0,0,3203380,0.64204691,2015,1,1
2020,"UT",1,0.4,0.1538,0.5385,1,0.4615,0.0769,0.7692,0.0769,0.0769,0,0,3284080,0.39059053,2015,1,1
2021,"UT",1,0.12,0.5,0.75,1,0.5,0.25,0.25,0,0.5,0,0,3339740,0.625,2015,1,1
2015,"VA",0,0.19,0.25,0.8125,0.875,0.1875,0.5,0.4375,0,0.0625,0,0,8367300,0.5546875,NA,0,0
2016,"VA",0,0.19,0.25,0.5,0.9375,0.0625,0.5,0.4375,0,0.0625,0,0.0625,8417650,0.5546875,NA,0,1
2017,"VA",0,0.22,0,0.6316,1,0.2105,0.2632,0.5789,0.0526,0.1053,0,0.1053,8471010,0.5817457,NA,0,1
2018,"VA",0,0.21,0.1111,0.6111,0.8333,0.6111,0.6667,0.3333,0,0,0,0.0556,8510920,0.44442222,NA,0,1
2019,"VA",0,0.11,0.1111,0.8889,1,0.3333,0.2222,0.7778,0,0,0,0.1111,8556640,0.34565432,NA,0,1
2020,"VA",0,0.14,0.1667,0.6667,1,0.4167,0.3333,0.5,0,0.0833,0.0833,0,8637620,0.62503333,NA,0,1
2021,"VA",0,0.15,0.0769,0.7692,0.9231,0.3846,0.3846,0.6154,0,0,0,0.0769,8658910,0.47336568,NA,0,1
2022,"VA",0,0.03,0.3333,0.6667,1,0.3333,0.3333,0.6667,0,0,0,0.3333,8683410,0.44442222,NA,0,1
2015,"VT",0,0.16,1,1,1,0,0,1,0,0,0,0,625810,0,NA,0,0
2016,"VT",0,0.32,1,0,0.5,0.5,0,0.5,0,0,0.5,0,624366,0.5,NA,0,1
2017,"VT",0,0.16,0,1,1,0,0,1,0,0,0,0,625132,0,NA,0,1
2018,"VT",0,0.32,0,0,1,0.5,0,1,0,0,0,0,624802,0,NA,0,1
2019,"VT",0,0.48,0,1,1,0.3333,0,1,0,0,0,0,624046,0,NA,0,1
2015,"WA",1,0.21,0,0.8,0.8,0.4,0,0.8,0.0667,0.0667,0.0667,0,7167290,0.34665333,2015,1,1
2016,"WA",1,0.27,0.1,0.4,1,0.1,0.15,0.5,0.05,0.15,0.15,0.15,7299960,0.68,2015,1,1
2017,"WA",1,0.32,0.1667,0.4583,1,0.25,0.1667,0.5,0.0833,0.1667,0.0833,0.0417,7427950,0.68054444,2015,1,1
2018,"WA",1,0.23,0.0588,0.5882,0.9412,0.3529,0,0.7059,0.0588,0.2353,0,0,7526790,0.44288166,2015,1,1
2019,"WA",1,0.35,0.1481,0.5926,0.8889,0.1852,0.1852,0.4074,0.0741,0.2963,0.037,0,7614020,0.7050727,2015,1,1
2020,"WA",1,0.22,0.1176,0.5294,0.8824,0.5882,0.1765,0.5294,0.1176,0.1765,0,0.1176,7727210,0.64360138,2015,1,1
2021,"WA",1,0.03,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,7743760,0.5,2015,1,1
2022,"WA",1,0.01,0,0,1,0,0,1,0,0,0,0,7794120,0,2015,1,1
2015,"WI",0,0.19,0,0.6364,0.9091,0.1818,0.1818,0.6364,0,0.1818,0,0,5762930,0.52889256,NA,0,0
2016,"WI",0,0.29,0.2941,0.4706,0.9412,0.2941,0.2941,0.7059,0,0,0,0.0588,5775170,0.41521038,NA,0,1
2017,"WI",0,0.38,0.1818,0.5455,0.9091,0.3636,0.1818,0.6818,0,0,0.1364,0,5793150,0.48349256,NA,0,1
2018,"WI",0,0.19,0.2727,0.4545,1,0.2727,0.2727,0.6364,0,0,0.0909,0,5809320,0.51236694,NA,0,1
2019,"WI",0,0.29,0.0588,0.4706,0.9412,0.2941,0.1765,0.6471,0.0588,0.1176,0,0,5824580,0.53282214,NA,0,1
2020,"WI",0,0.2,0.0833,0.5,1,0.3333,0.25,0.6667,0,0.0833,0,0,5897380,0.48607222,NA,0,1
2021,"WI",0,0.12,0.2857,0.7143,1,0.4286,0.2857,0.5714,0,0.1429,0,0,5881610,0.57145714,NA,0,1
2022,"WI",0,0.02,1,0,1,1,1,0,0,0,0,0,5903980,0,NA,0,1
2015,"WV",0,0.43,0,0.75,1,0.5,0.25,0.75,0,0,0,0.125,1843330,0.375,NA,0,0
2016,"WV",0,0.44,0.25,0.5,1,0.125,0.125,0.875,0,0,0,0,1832440,0.21875,NA,0,1
2017,"WV",0,0.38,0,0.7143,1,0.4286,0.1429,0.8571,0,0,0,0,1818680,0.24495918,NA,0,1
2018,"WV",0,0.28,0.4,0.8,1,0.4,0.4,0.6,0,0,0,0,1805950,0.48,NA,0,1
2019,"WV",0,0.67,0.0833,0.8333,0.9167,0.5,0.1667,0.75,0.0833,0,0,0.0833,1795260,0.40277222,NA,0,1
2020,"WV",0,0.22,0,0.75,0.75,0,0,1,0,0,0,0,1791650,0,NA,0,1
2021,"WV",0,0.06,0,1,1,1,0,1,0,0,0,0,1785620,0,NA,0,1
2022,"WV",0,0.11,0,0.5,1,0.5,0,1,0,0,0,0,1774120,0,NA,0,1
2015,"WY",0,0.85,0,0.6,1,0.2,0,0.8,0,0,0.2,0.2,586389,0.32,NA,0,0
2016,"WY",0,0.17,0,1,1,0,0,1,0,0,0,0,585243,0,NA,0,1
2017,"WY",0,0.17,0,1,1,0,0,1,0,0,0,0,579994,0,NA,0,1
2018,"WY",0,0.69,0,0.25,0.75,0.75,0,0.75,0,0.25,0,0,579054,0.375,NA,0,1
2019,"WY",0,0.17,0,1,1,0,0,0,0,0,1,0,580116,0,NA,0,1
2020,"WY",0,0.17,0,1,1,1,0,1,0,0,0,0,577681,0,NA,0,1
